Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Publisher,Document Type,Source,clean_title,clean_doi,ex_VRP,ex_Human,ex_Heur,VRP_Subtopic,Human_Subtopic,Heur_Subtopic
"Tanti, L.; Efendi, S.; Lydia, M.S.; Mawengkang, H.","Tanti, Lili (57208280695); Efendi, Syahril (57193792516); Lydia, Maya Silvi (57193789073); Mawengkang, Herman (36465425100)",57208280695; 57193792516; 57193789073; 36465425100,A Decision-Making Model to Determine Dynamic Facility Locations for a Disaster Logistic Planning Problem Using Deep Learning,2023,Algorithms,16,10,468,,,3,10.3390/a16100468,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174862666&doi=10.3390%2Fa16100468&partnerID=40&md5=a643602e547cc11980228beb46bb02a7,"Universitas Sumatera Utara, Medan, North Sumatra, Indonesia; Universitas Sumatera Utara, Medan, North Sumatra, Indonesia","Tanti, Lili, Universitas Sumatera Utara, Medan, North Sumatra, Indonesia; Efendi, Syahril, Universitas Sumatera Utara, Medan, North Sumatra, Indonesia; Lydia, Maya Silvi, Universitas Sumatera Utara, Medan, North Sumatra, Indonesia; Mawengkang, Herman, Universitas Sumatera Utara, Medan, North Sumatra, Indonesia",artificial neural network; deep learning; K-means; location routing problem; mixed integer nonlinear programming,Multidisciplinary Digital Publishing Institute (MDPI),Article,Scopus,a decisionmaking model to determine dynamic facility locations for a disaster logistic planning problem using deep learning,10.3390/a16100468,True,True,True,VRP T4,Other,Heur T2
"Tian, X.; Yan, R.; Wang, S.; Laporte, G.","Tian, Xuecheng (57209573948); Yan, Ran (57209308101); Wang, Shuaian Aian (57195297860); Laporte, Gilbert (7101734278)",57209573948; 57209308101; 57195297860; 7101734278,Prescriptive analytics for a maritime routing problem,2023,Ocean and Coastal Management,242,,106695,,,11,10.1016/j.ocecoaman.2023.106695,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164246966&doi=10.1016%2Fj.ocecoaman.2023.106695&partnerID=40&md5=8e05dcd45cca62910fd7074966959691,"Department of Logistics and Maritime Studies, The Hong Kong Polytechnic University, Hong Kong, Hong Kong, Hong Kong; School of Civil and Environmental Engineering, Singapore City, Singapore; Department of Decision Sciences, HEC Montréal, Montreal, QC, Canada; University of Bath, School of Management, Bath, Somerset, United Kingdom","Tian, Xuecheng, Department of Logistics and Maritime Studies, The Hong Kong Polytechnic University, Hong Kong, Hong Kong, Hong Kong; Yan, Ran, School of Civil and Environmental Engineering, Singapore City, Singapore; Wang, Shuaian Aian, Department of Logistics and Maritime Studies, The Hong Kong Polytechnic University, Hong Kong, Hong Kong, Hong Kong; Laporte, Gilbert, Department of Decision Sciences, HEC Montréal, Montreal, QC, Canada, University of Bath, School of Management, Bath, Somerset, United Kingdom",Decision-focused learning; Maritime routing; Port state control (PSC) inspection; Predict-then-optimize; Prescriptive analytics,Elsevier Ltd,Article,Scopus,prescriptive analytics for a maritime routing problem,10.1016/j.ocecoaman.2023.106695,True,True,True,VRP T1,Human T3,Heur T2
"Çaylak Kayaturan, G.; Özçelik, G.; Gokce, A.","Çaylak Kayaturan, Gökçe (58149362800); Özçelik, Gökhan (57192542109); Gokce, Aytul (57196298108)",58149362800; 57192542109; 57196298108,Decision-aided evaluation of paths for routing on multi-attribute computer network consisting of encoded paths under uncertainty,2023,Expert Systems with Applications,223,,119881,,,2,10.1016/j.eswa.2023.119881,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150481815&doi=10.1016%2Fj.eswa.2023.119881&partnerID=40&md5=495a6de072ea4ead8d6488147374bf61,"Faculty of Science and Letters, Ordu Üniversitesi, Ordu, Turkey; Faculty of Engineering, Karadeniz Technical University, Trabzon, Trabzon, Turkey","Çaylak Kayaturan, Gökçe, Faculty of Science and Letters, Ordu Üniversitesi, Ordu, Turkey; Özçelik, Gökhan, Faculty of Engineering, Karadeniz Technical University, Trabzon, Trabzon, Turkey; Gokce, Aytul, Faculty of Science and Letters, Ordu Üniversitesi, Ordu, Turkey",Bloom filter; Computer network; Fuzzy environment; Multi-criteria decision making,Elsevier Ltd,Article,Scopus,decisionaided evaluation of paths for routing on multiattribute computer network consisting of encoded paths under uncertainty,10.1016/j.eswa.2023.119881,True,True,True,Other,Human T3,Heur T4
"Cengiz Toklu, M.","Cengiz Toklu, Merve (57188307300)",57188307300,A fuzzy multi-criteria approach based on Clarke and Wright savings algorithm for vehicle routing problem in humanitarian aid distribution,2023,Journal of Intelligent Manufacturing,34,5,,2241,2261,24,10.1007/s10845-022-01917-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124604995&doi=10.1007%2Fs10845-022-01917-0&partnerID=40&md5=61331e7c6d7bb6f43696560cf9f224dd,"Department of Industrial Engineering, Sakarya Üniversitesi, Serdivan, Sakarya, Turkey","Cengiz Toklu, Merve, Department of Industrial Engineering, Sakarya Üniversitesi, Serdivan, Sakarya, Turkey",Fuzzy logic; Humanitarian aid distribution; Interval type-2 fuzzy sets; Savings algorithm; TOPSIS; Vehicle routing problem,Springer,Article,Scopus,a fuzzy multicriteria approach based on clarke and wright savings algorithm for vehicle routing problem in humanitarian aid distribution,10.1007/s10845-022-01917-0,True,True,True,VRP T1,Other,Heur T4
"Geng, N.; Bai, Q.; Liu, C.; Lan, T.; Aggarwal, V.; Yang, Y.; Xu, M.","Geng, Nan (57207570561); Bai, Qinbo (57215744230); Liu, Chenyi (57207857051); Lan, Tiantian (57204717871); Aggarwal, Vaneet (24066547400); Yang, Yuan (35338419900); Xu, Mingwei (7403607370)",57207570561; 57215744230; 57207857051; 57204717871; 24066547400; 35338419900; 7403607370,A Reinforcement Learning Framework for Vehicular Network Routing Under Peak and Average Constraints,2023,IEEE Transactions on Vehicular Technology,72,5,,6753,6764,20,10.1109/TVT.2023.3235946,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147206158&doi=10.1109%2FTVT.2023.3235946&partnerID=40&md5=6f07f6763a815b4cb1d49be92b82ae77,"Tsinghua University, Beijing, China; Purdue University, West Lafayette, IN, United States; The George Washington University, Washington, D.C., United States","Geng, Nan, Tsinghua University, Beijing, China; Bai, Qinbo, Purdue University, West Lafayette, IN, United States; Liu, Chenyi, Tsinghua University, Beijing, China; Lan, Tiantian, The George Washington University, Washington, D.C., United States; Aggarwal, Vaneet, Purdue University, West Lafayette, IN, United States; Yang, Yuan, Tsinghua University, Beijing, China; Xu, Mingwei, Tsinghua University, Beijing, China",Constrained markov decision process; peak and average latency constraints; vehicular network routing,Institute of Electrical and Electronics Engineers Inc.,Article,Scopus,a reinforcement learning framework for vehicular network routing under peak and average constraints,10.1109/tvt.2023.3235946,True,True,True,VRP T1,Human T3,Other
"Cho, Y.H.; Baek, D.; Chen, Y.; Jung, M.J.; Vinco, S.; Macii, E.; Poncino, M.","Cho, Young-hoo (57202800336); Baek, Donkyu (36996444900); Chen, Yukai (57205469609); Jung, Min-jae (57948491700); Vinco, Sara (59912742900); Macii, Enrico (56056204100); Poncino, Massimo (7004365626)",57202800336; 36996444900; 57205469609; 57948491700; 59912742900; 56056204100; 7004365626,Multi-Criteria Coordinated Electric Vehicle-Drone Hybrid Delivery Service Planning,2023,IEEE Transactions on Vehicular Technology,72,5,,5892,5905,12,10.1109/TVT.2022.3232799,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146233843&doi=10.1109%2FTVT.2022.3232799&partnerID=40&md5=0dba10ac8b30390bee1812babd5b6c70,"Korea Advanced Institute of Science and Technology, Daejeon, South Korea; School of Electronic Engineering, Chungbuk National University, Cheongju, Chungcheongbuk-do, South Korea; Interuniversity Microelectronics Centre, Leuven, Vlaams-Brabant, Belgium; Politecnico di Torino, Turin, TO, Italy; Politecnico di Torino, Turin, TO, Italy","Cho, Young-hoo, Korea Advanced Institute of Science and Technology, Daejeon, South Korea; Baek, Donkyu, School of Electronic Engineering, Chungbuk National University, Cheongju, Chungcheongbuk-do, South Korea; Chen, Yukai, Interuniversity Microelectronics Centre, Leuven, Vlaams-Brabant, Belgium; Jung, Min-jae, Korea Advanced Institute of Science and Technology, Daejeon, South Korea; Vinco, Sara, Politecnico di Torino, Turin, TO, Italy; Macii, Enrico, Politecnico di Torino, Turin, TO, Italy; Poncino, Massimo, Politecnico di Torino, Turin, TO, Italy",Battery algorithm; drone delivery; drone routing; electric vehicle delivery; heuristic algorithm; hybrid vehicle-drone routing; Systemc; vehicle power modeling and simulation; vehicle routing,Institute of Electrical and Electronics Engineers Inc.,Article,Scopus,multicriteria coordinated electric vehicledrone hybrid delivery service planning,10.1109/tvt.2022.3232799,True,True,True,VRP T1,Other,Heur T1
"Pedram, A.; Sorooshian, S.; Mulubrhan, F.; Abbaspour, A.","Pedram, Ali (57192271255); Sorooshian, Shahryar (57200073619); Mulubrhan, Freselam (56083968000); Abbaspour, Afshin (57215342409)",57192271255; 57200073619; 56083968000; 57215342409,Incorporating Vehicle-Routing Problems into a Closed-Loop Supply Chain Network Using a Mixed-Integer Linear-Programming Model,2023,Sustainability (Switzerland),15,4,2967,,,12,10.3390/su15042967,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149285697&doi=10.3390%2Fsu15042967&partnerID=40&md5=76e591a6632c3c9b4794c6ff29c4ac60,"Independent Researcher, North Vancouver, BC, Canada; Department of Business Administration, Göteborgs Universitet, Gothenburg, Vastra Gotaland, Sweden; Prime School of Logistics, Saito University College, Petaling Jaya, Selangor, Malaysia; Apadana Institute of Higher Education, Shiraz, Fars 71946-44635, Iran; Independent Researcher, Addis Ababa, Addis Ababa, Ethiopia; Department of Industrial Engineering, Islamic Azad University, Semnan Branch, Semnan, Semnan Province, Iran","Pedram, Ali, Independent Researcher, North Vancouver, BC, Canada; Sorooshian, Shahryar, Department of Business Administration, Göteborgs Universitet, Gothenburg, Vastra Gotaland, Sweden, Prime School of Logistics, Saito University College, Petaling Jaya, Selangor, Malaysia, Apadana Institute of Higher Education, Shiraz, Fars 71946-44635, Iran; Mulubrhan, Freselam, Independent Researcher, Addis Ababa, Addis Ababa, Ethiopia; Abbaspour, Afshin, Department of Industrial Engineering, Islamic Azad University, Semnan Branch, Semnan, Semnan Province, Iran",circular economy; closed-loop supply chain; combinational optimization; decision making; fuzzy optimization; remanufacturing; stochastic programming,MDPI,Article,Scopus,incorporating vehiclerouting problems into a closedloop supply chain network using a mixedinteger linearprogramming model,10.3390/su15042967,True,True,True,Other,Human T3,Heur T4
"Velimirović, L.Z.; Janjić, A.; Vranic, P.; Velimirović, J.D.; Petkovski, I.","Velimirović, Lazar Zoran (35410804500); Janjić, Aleksandar D. (26640426000); Vranic, Petar (55910806600); Velimirović, Jelena D. (55559436500); Petkovski, Ivana (57832327500)",35410804500; 26640426000; 55910806600; 55559436500; 57832327500,Determining the Optimal Route of Electric Vehicle Using a Hybrid Algorithm Based on Fuzzy Dynamic Programming,2023,IEEE Transactions on Fuzzy Systems,31,2,,609,618,18,10.1109/TFUZZ.2022.3205045,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137905820&doi=10.1109%2FTFUZZ.2022.3205045&partnerID=40&md5=dc11591e23f333566cb03981e0f7e4f7,"Matematički Institut SANU, Belgrade, Serbia; Faculty of Electronic Engineering, University of Niš, Nis, Serbia","Velimirović, Lazar Zoran, Matematički Institut SANU, Belgrade, Serbia; Janjić, Aleksandar D., Faculty of Electronic Engineering, University of Niš, Nis, Serbia; Vranic, Petar, Matematički Institut SANU, Belgrade, Serbia; Velimirović, Jelena D., Matematički Institut SANU, Belgrade, Serbia; Petkovski, Ivana, Matematički Institut SANU, Belgrade, Serbia",Analytical hierarchical process; electric vehicle routing problem; fuzzy dynamic programming; fuzzy numbers; hybrid algorithm; multicriteria decision making,Institute of Electrical and Electronics Engineers Inc.,Article,Scopus,determining the optimal route of electric vehicle using a hybrid algorithm based on fuzzy dynamic programming,10.1109/tfuzz.2022.3205045,True,True,True,VRP T2,Human T3,Heur T4
"Velimirović, L.Z.; Janjić, A.; Vranic, P.; Petkovski, I.; Velimirović, J.D.","Velimirović, Lazar Zoran (35410804500); Janjić, Aleksandar D. (26640426000); Vranic, Petar (55910806600); Petkovski, Ivana (57832327500); Velimirović, Jelena D. (55559436500)",35410804500; 26640426000; 55910806600; 57832327500; 55559436500,Solving Electric Vehicle Routing Problem Using Hybrid Algorithm Based on Dynamic Programming,2023,"2023 31st Telecommunications Forum, TELFOR 2023 - Proceedings",,,,,,1,10.1109/TELFOR59449.2023.10372746,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183473300&doi=10.1109%2FTELFOR59449.2023.10372746&partnerID=40&md5=d634080d0be8d72a31d99110417b764f,"Matematički Institut SANU, Belgrade, Serbia; Department of Energetics, University of Niš, Nis, Serbia","Velimirović, Lazar Zoran, Matematički Institut SANU, Belgrade, Serbia; Janjić, Aleksandar D., Department of Energetics, University of Niš, Nis, Serbia; Vranic, Petar, Matematički Institut SANU, Belgrade, Serbia; Petkovski, Ivana, Matematički Institut SANU, Belgrade, Serbia; Velimirović, Jelena D., Matematički Institut SANU, Belgrade, Serbia",AHP; Dynamic Programming; Electric Vehicle Routing Problem; Hybrid Algorithm; Multi-Criteria Decision Making,Institute of Electrical and Electronics Engineers Inc.,Conference paper,Scopus,solving electric vehicle routing problem using hybrid algorithm based on dynamic programming,10.1109/telfor59449.2023.10372746,True,True,True,VRP T2,Human T3,Heur T1
"Alves, F.; Costa, L.A.; Rocha, A.M.A.C.; Pereira, A.I.; Leitão, P.","Alves, Filipe (57195267974); Costa, Lino A. (55605779150); Rocha, Ana Maria A.C. (8839014600); Pereira, Ana I. (15071961600); Leitão, Paulo (35584388900)",57195267974; 55605779150; 8839014600; 15071961600; 35584388900,The Sustainable Home Health Care Process Based on Multi-Criteria Decision-Support,2023,Mathematics,11,1,6,,,3,10.3390/math11010006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145995412&doi=10.3390%2Fmath11010006&partnerID=40&md5=c19d254077f9b2ed819ec19cce04cdf7,"ALGORITMI Research Centre/LASI, Universidade do Minho, Braga, Braga, Portugal; Research Centre in Digitalization and Intelligent Robotics (CeDRI), Instituto Politécnico de Bragança, Braganca, Braganca, Portugal; Instituto Politécnico de Bragança, Braganca, Braganca, Portugal","Alves, Filipe, ALGORITMI Research Centre/LASI, Universidade do Minho, Braga, Braga, Portugal, Research Centre in Digitalization and Intelligent Robotics (CeDRI), Instituto Politécnico de Bragança, Braganca, Braganca, Portugal, Instituto Politécnico de Bragança, Braganca, Braganca, Portugal; Costa, Lino A., ALGORITMI Research Centre/LASI, Universidade do Minho, Braga, Braga, Portugal; Rocha, Ana Maria A.C., ALGORITMI Research Centre/LASI, Universidade do Minho, Braga, Braga, Portugal; Pereira, Ana I., Research Centre in Digitalization and Intelligent Robotics (CeDRI), Instituto Politécnico de Bragança, Braganca, Braganca, Portugal, Instituto Politécnico de Bragança, Braganca, Braganca, Portugal; Leitão, Paulo, Research Centre in Digitalization and Intelligent Robotics (CeDRI), Instituto Politécnico de Bragança, Braganca, Braganca, Portugal, Instituto Politécnico de Bragança, Braganca, Braganca, Portugal",decision-support system; home health care; metaheuristic; multi-criteria optimization; planning,MDPI,Article,Scopus,the sustainable home health care process based on multicriteria decisionsupport,10.3390/math11010006,False,True,True,Other,Human T1,Heur T1
"Pan, W.; Liu, S.Q.","Pan, Weixu (57576507500); Liu, Shiqiang (8566444100)",57576507500; 8566444100,Deep reinforcement learning for the dynamic and uncertain vehicle routing problem,2023,Applied Intelligence,53,1,,405,422,115,10.1007/s10489-022-03456-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128186446&doi=10.1007%2Fs10489-022-03456-w&partnerID=40&md5=d307d86df7d53452358826c055bd2d12,"School of Economics and Management, Fuzhou University, Fuzhou, Fujian, China","Pan, Weixu, School of Economics and Management, Fuzhou University, Fuzhou, Fujian, China; Liu, Shiqiang, School of Economics and Management, Fuzhou University, Fuzhou, Fujian, China",Graph neural network; Partial observation Markov decision process; Reinforcement learning; Vehicle routing problems,Springer,Article,Scopus,deep reinforcement learning for the dynamic and uncertain vehicle routing problem,10.1007/s10489-022-03456-w,True,True,True,VRP T2,Human T3,Heur T2
"Xiang, T.; Li, Y.; Szeto, W.Y.","Xiang, Ting (57223388993); Li, Yanfeng (56871980400); Szeto, Wai Yuen (7003652508)",57223388993; 56871980400; 7003652508,The daily routing and scheduling problem of home health care: based on costs and participants’ preference satisfaction,2023,International Transactions in Operational Research,30,1,,39,69,34,10.1111/itor.13043,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112394954&doi=10.1111%2Fitor.13043&partnerID=40&md5=e76df4112da78e38d14d38af87c5c181,"School of Economic and Management, Southwest Jiaotong University, Chengdu, Sichuan, China; Key Laboratory of Comprehensive Transportation of Sichuan Province, Chengdu, Sichuan, China; Department of Civil Engineering, The University of Hong Kong, Hong Kong, Hong Kong","Xiang, Ting, School of Economic and Management, Southwest Jiaotong University, Chengdu, Sichuan, China; Li, Yanfeng, School of Economic and Management, Southwest Jiaotong University, Chengdu, Sichuan, China, Key Laboratory of Comprehensive Transportation of Sichuan Province, Chengdu, Sichuan, China; Szeto, Wai Yuen, Department of Civil Engineering, The University of Hong Kong, Hong Kong, Hong Kong",bi-objective; home health care scheduling; metaheuristics; participants’ preference satisfaction; vehicle routing problem,John Wiley and Sons Inc,Article,Scopus,the daily routing and scheduling problem of home health care based on costs and participants preference satisfaction,10.1111/itor.13043,True,True,True,VRP T2,Human T2,Heur T1
"Gai, L.; Jin, Y.; Zhang, B.","Gai, Ling (55046430700); Jin, Ying (57226797834); Zhang, Binyuan (57218596699)",55046430700; 57226797834; 57218596699,An integrated method for hybrid distribution with estimation of demand matching degree,2022,Journal of Combinatorial Optimization,44,4,,2782,2808,1,10.1007/s10878-021-00787-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113151470&doi=10.1007%2Fs10878-021-00787-1&partnerID=40&md5=592f9c11ca15fb77aebc4e6713ff48f8,"Glorious Sun School of Business and Management, Donghua University, Shanghai, Shanghai, China; School of Management, Shanghai University, Shanghai, China; Renji Hospital, Shanghai, China","Gai, Ling, Glorious Sun School of Business and Management, Donghua University, Shanghai, Shanghai, China; Jin, Ying, School of Management, Shanghai University, Shanghai, China; Zhang, Binyuan, Renji Hospital, Shanghai, China",COPRAS; Hybrid distribution; Interval 2-tuple linguistic; Multi-criteria decision-making; Relief materials; Vehicle routing,Springer,Article,Scopus,an integrated method for hybrid distribution with estimation of demand matching degree,10.1007/s10878-021-00787-1,True,True,True,VRP T1,Human T3,Heur T1
"Pera, A.","Pera, Aurel (56024632400)",56024632400,"The Moral Decision-Making Capacity of Autonomous Mobility Technologies: Route Planning Algorithms, Simulation Modeling Tools, and Intelligent Traffic Monitoring Systems",2022,Contemporary Readings in Law and Social Justice,14,2,,136,153,7,10.22381/CRLSJ14220228,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145940507&doi=10.22381%2FCRLSJ14220228&partnerID=40&md5=ab2e5b410462066798b10415559bdd0f,"University of Craiova, Craiova, Dolj, Romania","Pera, Aurel, University of Craiova, Craiova, Dolj, Romania",autonomous mobility technology; intelligent traffic monitoring system; route planning algorithm; simulation modeling tool,Addleton Academic Publishers,Article,Scopus,the moral decisionmaking capacity of autonomous mobility technologies route planning algorithms simulation modeling tools and intelligent traffic monitoring systems,10.22381/crlsj14220228,False,True,True,Other,Other,Heur T1
"Chen, Z.; Wang, H.; Khamis, A.","Chen, Zihao (57216118040); Wang, Hao (57671494800); Khamis, Alaa M. (6603919018)",57216118040; 57671494800; 6603919018,Multi-criteria Optimal Routing for Last-mile Parcel Delivery,2022,"2022 IEEE International Conference on Smart Mobility, SM 2022",,,,21,26,2,10.1109/SM55505.2022.9758346,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129639049&doi=10.1109%2FSM55505.2022.9758346&partnerID=40&md5=e865a35f5ff109ff07456f5d0c055957,"University of Toronto, Toronto, ON, Canada; General Motors, Detroit, MI, United States","Chen, Zihao, University of Toronto, Toronto, ON, Canada; Wang, Hao, University of Toronto, Toronto, ON, Canada; Khamis, Alaa M., General Motors, Detroit, MI, United States",genetic algorithms and simulated annealing; meta-heuristics; Multi-criteria routing; parcel delivery,Institute of Electrical and Electronics Engineers Inc.,Conference paper,Scopus,multicriteria optimal routing for lastmile parcel delivery,10.1109/sm55505.2022.9758346,True,True,True,VRP T1,Human T2,Heur T1
"Chaieb, M.; Ben Sassi, D.","Chaieb, Marouene (55819733400); Ben Sassi, Dhekra (56728370700)",55819733400; 56728370700,Measuring and evaluating the Home Health Care Scheduling Problem with Simultaneous Pick-up and Delivery with Time Window using a Tabu Search metaheuristic solution,2021,Applied Soft Computing,113,,107957,,,35,10.1016/j.asoc.2021.107957,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117915957&doi=10.1016%2Fj.asoc.2021.107957&partnerID=40&md5=ebbaa2fe91422a4c7a9089c2416d2d5b,"College of Computer Engineering and Sciences, Prince Sattam Bin Abdulaziz University, Al Kharj, Riyad, Saudi Arabia; Laboratoire de Recherche Opérationnelle, de Décision et de Contrôle de processus, Le Bardo, Tunisia; Université de la Manouba, Manouba, Manouba, Tunisia","Chaieb, Marouene, College of Computer Engineering and Sciences, Prince Sattam Bin Abdulaziz University, Al Kharj, Riyad, Saudi Arabia, Laboratoire de Recherche Opérationnelle, de Décision et de Contrôle de processus, Le Bardo, Tunisia; Ben Sassi, Dhekra, College of Computer Engineering and Sciences, Prince Sattam Bin Abdulaziz University, Al Kharj, Riyad, Saudi Arabia, Université de la Manouba, Manouba, Manouba, Tunisia",Bi-directional logistics; Decision support system; Home Health Care Scheduling Problem; Pick-up and delivery problem; Tabu Search metaheuristic; Vehicle routing problem with time window,Elsevier Ltd,Article,Scopus,measuring and evaluating the home health care scheduling problem with simultaneous pickup and delivery with time window using a tabu search metaheuristic solution,10.1016/j.asoc.2021.107957,True,True,True,VRP T3,Human T1,Heur T1
"Szmelter–Jarosz, A.; Ghahremani-Nahr, J.; Nozari, H.","Szmelter–Jarosz, Agnieszka (57209295742); Ghahremani-Nahr, Javid (57202320202); Nozari, Hamed (57210320748)",57209295742; 57202320202; 57210320748,A Neutrosophic Fuzzy Optimisation Model for Optimal Sustainable Closed-Loop Supply Chain Network during COVID-19,2021,Journal of Risk and Financial Management,14,11,519,,,42,10.3390/jrfm14110519,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129901392&doi=10.3390%2Fjrfm14110519&partnerID=40&md5=753e2eb5f7b7e955dbf6b14d46209eb4,"Department of Logistics, Uniwersytet Gdański, Gdansk, Pomeranian, Poland; Faculty Member of ACECR, Development and Planning Institute, Tabriz, Iran; Department of Industrial Engineering, Islamic Azad University, Central Tehran Branch, Tehran, Tehran Province, Iran","Szmelter–Jarosz, Agnieszka, Department of Logistics, Uniwersytet Gdański, Gdansk, Pomeranian, Poland; Ghahremani-Nahr, Javid, Faculty Member of ACECR, Development and Planning Institute, Tabriz, Iran; Nozari, Hamed, Department of Industrial Engineering, Islamic Azad University, Central Tehran Branch, Tehran, Tehran Province, Iran",closed-loop supply chain network; COVID-19; decision-making; fuzzy methods; fuzzy neutrosophic; optimisation; pandemic; supply chain management; sustainability; uncertainty,Multidisciplinary Digital Publishing Institute (MDPI),Article,Scopus,a neutrosophic fuzzy optimisation model for optimal sustainable closedloop supply chain network during covid19,10.3390/jrfm14110519,False,True,True,Other,Human T3,Heur T4
"Mandi, J.; Canoy, R.; Bucarey, V.; Guns, T.","Mandi, Jayanta (57207910170); Canoy, Rocsildes (57211805335); Bucarey, Víctor (57063446700); Guns, Tias (26534198800)",57207910170; 57211805335; 57063446700; 26534198800,Data driven VRP: A neural network model to learn hidden preferences for VRP,2021,"Leibniz International Proceedings in Informatics, LIPIcs",210,,42,,,5,10.4230/LIPIcs.CP.2021.42,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118108136&doi=10.4230%2FLIPIcs.CP.2021.42&partnerID=40&md5=0171beaeee334dbd80ce677fd570870f,"Data Analytics Laboratory, Vrije Universiteit Brussel, Brussels, BRU, Belgium; Institute of Engineering Sciences, Universidad de O’Higgins, Rancagua, LI, Chile; Department of Computer Science, KU Leuven, Leuven, Vlaams-Brabant, Belgium","Mandi, Jayanta, Data Analytics Laboratory, Vrije Universiteit Brussel, Brussels, BRU, Belgium; Canoy, Rocsildes, Data Analytics Laboratory, Vrije Universiteit Brussel, Brussels, BRU, Belgium; Bucarey, Víctor, Institute of Engineering Sciences, Universidad de O’Higgins, Rancagua, LI, Chile; Guns, Tias, Data Analytics Laboratory, Vrije Universiteit Brussel, Brussels, BRU, Belgium, Department of Computer Science, KU Leuven, Leuven, Vlaams-Brabant, Belgium",Neural network; Preference learning; Vehicle routing,"Schloss Dagstuhl- Leibniz-Zentrum fur Informatik GmbH, Dagstuhl Publishing",Conference paper,Scopus,data driven vrp a neural network model to learn hidden preferences for vrp,10.4230/lipics.cp.2021.42,True,True,True,VRP T2,Human T2,Heur T2
"Skondras, E.; Michailidis, E.T.; Michalas, A.; Vergados, D.J.; Miridakis, N.I.; Vergados, D.D.","Skondras, Emmanouil (37013961200); Michailidis, Emmanouel T. (25929466200); Michalas, Angelos C. (35499107100); Vergados, Dimitrios J. (36790918200); Miridakis, Nikolaos I. (25923582800); Vergados, Dimitrios D. (57658397200)",37013961200; 25929466200; 35499107100; 36790918200; 25923582800; 57658397200,A network slicing framework for uav-aided vehicular networks,2021,Drones,5,3,70,,,18,10.3390/drones5030070,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112055839&doi=10.3390%2Fdrones5030070&partnerID=40&md5=99d34c9461b9dba01b66095f785b7068,"Department of Informatics, University of Piraeus, Piraeus, Attica, Greece; Department of Electrical and Electronic Engineering, University of West Attica, Athens, Attica, Greece; Department of Electrical & Computer Engineering, University of Western Macedonia, Kozani, Western Macedonia, Greece; Department of Informatics, University of Western Macedonia, Kozani, Western Macedonia, Greece; Department of Informatics and Computer Engineering, University of West Attica, Athens, Attica, Greece","Skondras, Emmanouil, Department of Informatics, University of Piraeus, Piraeus, Attica, Greece; Michailidis, Emmanouel T., Department of Electrical and Electronic Engineering, University of West Attica, Athens, Attica, Greece; Michalas, Angelos C., Department of Electrical & Computer Engineering, University of Western Macedonia, Kozani, Western Macedonia, Greece; Vergados, Dimitrios J., Department of Informatics, University of Western Macedonia, Kozani, Western Macedonia, Greece; Miridakis, Nikolaos I., Department of Informatics and Computer Engineering, University of West Attica, Athens, Attica, Greece; Vergados, Dimitrios D., Department of Informatics, University of Piraeus, Piraeus, Attica, Greece",5G vehicular networks; Computation offloading; Fuzzy multi-attribute decision-making (fuzzy MADM); LTE advance pro with FD-MIMO (LTE-A Pro FD-MIMO); LTE vehicle-to-everything (LTE-V2X); Network slicing; Software-defined networking (SDN); Unmanned aerial vehicles (UAVs),Multidisciplinary Digital Publishing Institute (MDPI),Article,Scopus,a network slicing framework for uavaided vehicular networks,10.3390/drones5030070,True,True,True,VRP T1,Human T3,Heur T4
